age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
49,student,divorced,tertiary,38576,9,jan,2901,3,11,8,unknown,yes
26,management,divorced,secondary,26564,29,sep,460,6,14,9,failure,yes
29,blue-collar,single,tertiary,97133,12,may,2854,9,18,5,unknown,yes
28,unemployed,divorced,secondary,83439,3,sep,4067,9,9,5,success,no
63,blue-collar,divorced,tertiary,94342,20,sep,1702,1,16,5,failure,no
33,technician,married,secondary,87928,17,oct,3247,6,29,4,success,yes
18,technician,divorced,primary,26087,21,oct,2977,1,9,0,failure,no
80,student,single,tertiary,85829,12,mar,1814,4,-1,3,success,no
38,management,single,tertiary,74213,25,aug,3480,7,22,9,unknown,no
47,retired,divorced,tertiary,10803,18,jul,1741,4,16,0,failure,yes
30,technician,single,secondary,44002,4,jul,4071,9,18,4,unknown,no
51,retired,married,tertiary,64761,10,dec,29,5,26,3,success,yes
21,admin,divorced,secondary,69310,18,oct,3493,9,24,7,success,yes
45,technician,divorced,tertiary,76579,30,feb,981,1,3,0,failure,no
76,technician,divorced,primary,14163,8,feb,230,4,0,7,success,no
44,management,single,tertiary,66380,9,feb,2776,7,24,7,success,no
86,student,single,primary,70883,19,nov,1251,2,23,0,failure,yes
42,retired,divorced,secondary,49885,13,feb,4494,9,16,8,unknown,no
20,unemployed,single,primary,84340,25,apr,4190,3,20,8,failure,yes
85,technician,single,tertiary,34764,6,jul,1963,4,5,5,success,no
42,technician,divorced,tertiary,90782,22,feb,4570,4,20,0,success,no
37,management,divorced,secondary,60126,7,may,3166,8,9,6,failure,no
51,management,single,tertiary,65224,28,jul,1778,2,9,6,failure,yes
43,student,divorced,tertiary,45055,21,sep,4870,5,29,8,unknown,no
22,retired,divorced,secondary,49599,6,aug,1147,2,26,0,success,yes
78,admin,divorced,secondary,80787,11,sep,2847,6,11,7,success,no
26,unemployed,divorced,primary,76040,17,jul,3850,9,2,7,unknown,yes
67,student,single,secondary,37720,19,mar,2991,9,-1,6,failure,no
23,admin,divorced,tertiary,91120,28,jan,3070,1,16,5,failure,no
77,blue-collar,married,secondary,42484,25,oct,620,4,29,0,unknown,no
61,technician,divorced,tertiary,36852,12,jul,963,4,10,9,failure,no
28,retired,married,primary,11219,21,nov,2860,1,24,7,unknown,no
83,student,divorced,secondary,88351,21,jun,2142,2,26,4,failure,no
64,technician,married,tertiary,46865,24,feb,1500,6,8,3,failure,yes
90,retired,married,secondary,52457,27,jan,3189,3,26,4,failure,no
20,retired,divorced,secondary,88159,27,dec,1326,9,28,4,unknown,no
93,retired,divorced,secondary,34817,13,oct,121,3,20,9,unknown,yes
47,technician,divorced,secondary,66993,18,apr,4313,3,6,2,unknown,yes
38,student,married,primary,91391,29,apr,1076,9,28,3,success,no
45,unemployed,single,tertiary,50380,7,jun,3197,3,29,3,success,yes
79,management,single,secondary,48400,25,nov,1182,6,1,7,unknown,yes
50,technician,divorced,tertiary,34258,23,may,794,6,5,4,success,no
52,retired,single,primary,79006,28,sep,1624,1,29,5,success,yes
69,student,single,tertiary,46957,5,aug,4271,7,23,9,failure,no
51,unemployed,divorced,tertiary,16281,29,sep,291,9,18,1,failure,yes
58,blue-collar,married,primary,75264,16,oct,490,9,9,8,failure,yes
68,admin,divorced,secondary,49331,22,jul,2808,9,5,7,success,yes
64,retired,single,tertiary,43680,4,sep,3428,2,5,7,success,no
75,blue-collar,married,tertiary,36723,30,mar,633,1,27,9,unknown,no
92,management,single,secondary,8162,28,sep,3499,6,26,4,success,no
74,unemployed,married,secondary,92808,23,feb,2172,6,24,4,success,no
40,unemployed,single,tertiary,99024,1,sep,3386,4,7,2,unknown,no
65,retired,divorced,primary,49095,4,jun,3907,8,1,1,unknown,no
39,unemployed,single,secondary,9338,3,apr,4699,5,9,8,unknown,yes
34,blue-collar,single,secondary,85832,29,dec,3468,7,15,5,failure,yes
86,retired,married,primary,9675,4,dec,490,9,6,7,unknown,no
28,technician,single,tertiary,87606,1,nov,4660,1,18,3,failure,yes
32,student,divorced,secondary,18080,12,feb,4263,9,0,4,success,no
52,blue-collar,divorced,tertiary,11936,13,oct,758,4,19,9,success,no
50,student,divorced,tertiary,8019,2,mar,1197,7,18,4,failure,yes
33,technician,married,tertiary,65282,28,may,3443,4,-1,9,failure,yes
51,technician,married,primary,47681,27,sep,1904,4,14,3,failure,no
83,student,single,tertiary,86304,29,jul,1650,4,26,1,success,no
57,blue-collar,single,tertiary,71861,9,nov,4275,6,21,5,success,yes
45,student,single,secondary,2486,7,dec,3191,5,2,3,unknown,yes
64,student,married,secondary,80021,13,nov,27,2,22,3,unknown,yes
56,admin,married,primary,77864,22,mar,2750,9,7,9,success,no
87,blue-collar,single,primary,17112,2,apr,2704,6,6,2,unknown,no
90,admin,married,secondary,49697,1,dec,2879,6,-1,7,unknown,no
37,retired,married,secondary,53998,18,nov,4357,9,6,5,failure,no
18,unemployed,divorced,primary,95816,7,feb,3725,1,3,8,success,no
89,student,divorced,tertiary,24576,18,aug,2673,7,-1,4,failure,yes
80,retired,single,primary,48100,19,jun,2832,3,23,5,success,no
84,blue-collar,single,tertiary,79238,8,mar,3109,4,23,8,success,no
21,student,divorced,secondary,19320,23,may,4292,1,5,3,failure,no
75,unemployed,married,secondary,81973,12,may,3596,3,13,9,success,yes
42,retired,single,secondary,63729,11,dec,3695,7,5,6,failure,no
64,management,single,tertiary,88853,27,jan,1460,6,25,9,failure,yes
55,technician,single,primary,92018,30,may,2921,1,-1,9,success,no
32,student,married,tertiary,82879,27,jun,1433,9,7,5,success,no
80,unemployed,divorced,primary,27144,9,oct,4428,4,-1,5,failure,yes
38,technician,single,primary,55326,28,oct,3536,7,27,5,unknown,yes
74,admin,divorced,primary,75148,4,nov,1181,4,29,3,unknown,no
70,retired,divorced,secondary,17307,7,nov,3405,7,10,9,success,yes
63,admin,married,primary,58598,17,nov,4174,5,5,5,success,yes
31,unemployed,married,secondary,17623,11,feb,3914,1,23,6,unknown,yes
93,student,married,primary,18249,27,mar,4292,4,7,1,success,no
34,technician,married,primary,71765,2,oct,3191,3,3,8,success,no
56,technician,married,secondary,89810,23,may,1783,6,10,6,unknown,no
26,retired,married,secondary,70131,18,mar,3722,6,27,2,success,no
94,student,single,tertiary,92138,22,may,4321,1,20,9,unknown,yes
23,management,divorced,primary,36377,29,may,2642,2,0,9,unknown,no
40,management,married,secondary,50365,26,aug,3711,2,16,6,unknown,yes
76,retired,single,tertiary,32551,12,oct,2960,4,24,9,success,no
63,student,divorced,tertiary,40926,9,sep,4830,9,7,9,failure,no
55,retired,married,secondary,88214,11,aug,1579,2,27,4,failure,yes
31,student,married,primary,85750,5,dec,1619,8,-1,8,failure,no
89,unemployed,single,tertiary,36599,26,mar,2966,1,8,5,success,no
79,unemployed,divorced,primary,96345,7,jan,4315,8,26,6,success,no
52,admin,married,primary,91330,29,mar,2340,3,26,3,success,yes
36,retired,divorced,tertiary,20593,1,jan,1227,5,12,1,success,no
47,student,single,secondary,58334,24,nov,1728,1,19,3,failure,yes
42,management,married,primary,92400,25,sep,3585,1,12,8,unknown,yes
57,student,divorced,secondary,57893,29,dec,201,6,5,2,success,no
31,unemployed,single,tertiary,40636,5,mar,3160,3,10,6,success,no
43,student,single,primary,67225,6,aug,3273,8,24,3,success,no
39,retired,married,secondary,38363,13,jun,1713,4,20,2,unknown,no
65,admin,divorced,secondary,53959,11,mar,752,6,20,4,failure,yes
68,admin,married,primary,78223,8,sep,114,9,4,1,success,yes
20,admin,married,secondary,83917,20,aug,3980,8,11,9,failure,no
59,admin,divorced,secondary,96629,2,mar,2818,4,6,3,success,no
36,unemployed,divorced,tertiary,87125,15,jul,468,8,21,6,failure,no
90,blue-collar,divorced,tertiary,-880,10,may,425,7,19,1,success,yes
45,retired,single,secondary,14491,8,feb,1575,5,24,9,failure,no
62,technician,single,secondary,41638,2,aug,1865,7,0,5,success,no
88,retired,divorced,primary,37062,21,jan,833,7,8,4,success,no
80,blue-collar,single,tertiary,3193,15,apr,4106,2,4,2,failure,yes
90,admin,married,primary,87144,29,nov,3703,7,14,4,failure,yes
36,blue-collar,divorced,secondary,13213,6,nov,1408,3,8,9,unknown,no
64,management,married,primary,77766,5,dec,3481,8,13,6,unknown,yes
31,management,divorced,secondary,81959,22,apr,2170,8,19,2,unknown,no
55,unemployed,married,tertiary,15187,22,oct,603,9,18,7,unknown,no
70,retired,divorced,tertiary,8040,3,may,212,4,8,6,failure,yes
78,retired,married,secondary,64302,11,apr,3901,3,9,3,unknown,no
53,technician,divorced,tertiary,27949,11,jan,3738,9,19,4,success,yes
57,unemployed,divorced,secondary,1527,16,jul,2754,9,23,9,failure,yes
47,technician,single,primary,74557,3,oct,4635,2,26,3,success,no
26,management,married,secondary,81408,9,nov,4801,6,27,1,unknown,no
81,admin,single,primary,75294,3,feb,1758,3,0,8,unknown,no
50,blue-collar,married,secondary,16757,19,oct,4593,5,20,0,unknown,no
69,technician,single,tertiary,23412,11,mar,3068,2,29,7,failure,no
31,student,divorced,secondary,12312,14,may,781,4,25,3,success,yes
92,technician,single,secondary,20119,2,aug,4221,3,23,8,success,yes
70,admin,single,secondary,9804,7,oct,3430,2,26,2,failure,yes
76,admin,divorced,tertiary,51986,10,aug,1526,6,8,6,unknown,yes
58,retired,single,secondary,44545,10,feb,840,3,27,2,unknown,yes
85,blue-collar,divorced,tertiary,74519,20,sep,1341,4,19,9,failure,no
85,admin,married,secondary,27999,1,jun,4107,6,10,6,success,yes
25,unemployed,single,primary,94093,6,sep,1500,5,9,1,success,no
19,technician,divorced,secondary,37758,21,apr,515,4,20,2,success,no
58,technician,divorced,primary,92324,14,mar,3462,4,13,7,success,yes
72,management,single,tertiary,95486,27,may,3079,2,24,6,unknown,yes
33,admin,married,tertiary,67519,2,may,1147,4,26,2,unknown,yes
79,student,single,secondary,1768,6,apr,3443,8,2,7,failure,no
65,retired,divorced,tertiary,-496,1,jul,3256,5,3,8,failure,no
47,blue-collar,married,secondary,65986,3,aug,2594,8,22,1,failure,no
29,student,single,tertiary,74772,4,may,3656,6,26,1,unknown,yes
52,retired,divorced,primary,6002,13,sep,1548,5,-1,6,unknown,no
28,technician,single,tertiary,73427,3,jul,2086,4,-1,7,unknown,no
81,student,married,primary,36787,15,jul,3155,9,8,4,failure,yes
67,retired,married,secondary,11898,13,aug,2350,5,2,1,unknown,no
38,technician,married,secondary,8472,22,dec,978,6,11,9,success,no
86,technician,married,secondary,78800,11,apr,2305,7,12,4,unknown,yes
65,technician,married,primary,81227,4,oct,3883,1,24,2,success,no
37,technician,single,secondary,30632,30,jun,3047,9,17,8,success,yes
84,unemployed,married,secondary,31743,17,may,2589,8,3,1,success,yes
61,technician,married,primary,76538,5,jan,2006,5,9,8,unknown,no
50,management,divorced,tertiary,41386,21,sep,2599,3,24,1,failure,no
90,student,married,secondary,91786,25,feb,2508,5,6,0,success,yes
78,retired,divorced,tertiary,41388,24,jun,4319,5,-1,9,success,no
26,management,divorced,tertiary,19323,8,aug,2139,9,3,5,unknown,no
85,unemployed,divorced,secondary,67269,21,mar,279,7,28,5,unknown,yes
52,management,single,secondary,39319,24,may,1193,2,19,3,success,yes
82,admin,single,primary,65759,30,jul,1757,5,16,1,failure,yes
25,admin,divorced,primary,14868,10,apr,2045,9,11,9,unknown,yes
62,admin,single,secondary,97732,7,dec,247,2,3,2,success,yes
64,blue-collar,married,tertiary,80,17,may,1384,8,22,5,failure,yes
57,admin,single,primary,11776,28,jan,1372,3,24,3,unknown,no
93,retired,married,primary,64231,7,apr,2913,4,5,4,failure,no
71,management,married,secondary,53452,27,jul,3672,2,10,8,success,yes
93,retired,single,secondary,51812,24,dec,44,9,0,4,failure,yes
63,student,single,secondary,61271,19,oct,2085,6,11,9,success,yes
64,admin,divorced,secondary,96505,9,jul,4511,9,12,7,unknown,yes
32,unemployed,single,primary,75585,24,oct,2540,8,4,1,success,yes
36,blue-collar,single,primary,56542,2,oct,2370,9,14,5,success,no
43,student,single,primary,13628,22,apr,2515,5,8,5,unknown,yes
69,unemployed,married,tertiary,6265,20,dec,4182,6,27,4,success,no
39,blue-collar,married,primary,22671,19,jun,4323,7,25,5,failure,yes
38,student,married,primary,10460,27,may,622,5,9,4,unknown,no
68,management,divorced,secondary,1477,6,jan,3381,1,-1,1,failure,no
55,retired,divorced,primary,202,10,aug,484,9,13,4,unknown,yes
37,technician,divorced,primary,87410,13,dec,2887,2,14,0,success,yes
46,retired,married,primary,9850,25,jul,24,7,8,2,failure,yes
68,admin,single,secondary,18809,2,may,1814,8,8,6,unknown,no
21,unemployed,divorced,primary,68886,10,oct,1225,8,1,3,failure,yes
72,technician,divorced,primary,806,10,oct,1248,1,9,7,unknown,yes
88,blue-collar,married,tertiary,5163,26,jul,778,7,9,2,unknown,no
45,management,divorced,tertiary,92368,5,oct,2842,9,14,6,failure,no
21,management,single,tertiary,-1815,22,mar,3700,3,4,1,failure,yes
39,blue-collar,married,tertiary,22718,4,aug,1582,8,28,7,failure,yes
93,admin,married,secondary,75081,23,may,4848,8,7,2,failure,yes
62,blue-collar,single,tertiary,54202,2,feb,1713,9,-1,5,unknown,yes
84,student,single,primary,23215,7,feb,3591,8,26,1,failure,yes
83,unemployed,single,tertiary,26325,18,apr,4521,5,4,6,failure,yes
51,unemployed,divorced,secondary,16458,17,jul,3138,5,16,3,failure,yes
72,admin,single,tertiary,14006,11,oct,4755,3,23,5,failure,no
18,technician,married,tertiary,92080,21,apr,1517,6,11,1,failure,no
89,blue-collar,single,secondary,30969,18,sep,2732,3,0,2,failure,no
55,admin,married,secondary,74820,8,feb,4642,2,26,2,success,no
23,unemployed,married,secondary,25655,28,jun,2963,7,17,3,success,yes
42,technician,divorced,secondary,92679,28,apr,3863,3,26,0,unknown,yes
34,blue-collar,single,secondary,79234,12,jun,3768,4,0,5,failure,no
78,management,divorced,secondary,98406,24,oct,1496,8,25,5,failure,no
29,blue-collar,single,primary,7102,1,sep,3727,1,2,3,unknown,yes
23,retired,single,tertiary,65107,20,oct,1735,9,2,7,failure,yes
44,blue-collar,single,tertiary,19553,30,dec,1343,6,8,4,failure,no
25,retired,single,secondary,82079,25,sep,2267,2,15,9,failure,no
82,technician,single,secondary,92437,21,sep,3915,3,22,3,success,no
74,blue-collar,married,primary,77570,12,sep,48,5,14,6,failure,no
57,technician,married,primary,90656,27,mar,2510,6,19,9,success,yes
31,technician,single,secondary,64865,26,dec,3334,9,26,9,failure,yes
52,unemployed,married,primary,39420,29,nov,3660,2,6,7,failure,yes
65,admin,divorced,primary,23382,6,sep,1746,5,27,1,unknown,no
73,technician,divorced,secondary,67235,3,mar,495,7,4,0,unknown,yes
66,technician,divorced,secondary,36795,5,oct,633,7,28,5,failure,no
30,unemployed,single,secondary,49425,14,mar,4697,4,0,1,failure,yes
78,unemployed,single,secondary,55402,12,may,2817,3,21,7,failure,no
66,blue-collar,married,tertiary,60539,13,jun,2720,8,24,4,success,no
63,unemployed,married,tertiary,74203,13,sep,175,2,13,1,failure,yes
79,blue-collar,married,secondary,21459,29,jan,3160,5,29,4,unknown,yes
25,management,divorced,primary,47649,17,aug,638,5,29,1,success,yes
60,unemployed,divorced,secondary,70495,24,apr,3357,1,23,5,failure,no
37,admin,divorced,tertiary,93117,27,oct,4392,7,21,7,success,no
56,technician,divorced,primary,44384,15,jul,474,4,9,1,success,no
66,admin,married,tertiary,69746,6,jun,3827,2,19,5,success,yes
81,retired,single,secondary,76053,12,jun,1646,8,14,5,success,no
79,unemployed,single,tertiary,54278,2,jul,1958,4,2,0,failure,yes
71,technician,divorced,tertiary,76156,4,apr,4120,1,9,8,unknown,no
26,admin,single,tertiary,34744,20,jun,348,8,12,7,success,yes
54,unemployed,single,primary,86340,25,mar,636,7,6,3,unknown,no
66,unemployed,single,tertiary,28568,25,may,3614,3,4,6,success,yes
58,management,divorced,primary,15991,21,feb,3820,3,27,3,unknown,yes
34,management,married,secondary,6912,12,mar,4322,7,19,7,success,no
38,technician,married,secondary,30527,3,sep,4133,2,21,9,success,no
68,retired,single,tertiary,94399,17,jun,2617,5,25,1,failure,no
76,management,married,primary,48426,6,mar,1204,7,17,1,failure,no
56,management,married,secondary,96994,24,feb,2161,6,23,2,success,yes
72,retired,divorced,primary,18407,17,may,2179,7,2,3,unknown,no
58,admin,divorced,primary,10344,27,oct,347,2,26,5,failure,yes
56,management,single,tertiary,99741,17,may,1203,7,2,4,failure,no
30,blue-collar,single,tertiary,355,11,jan,982,2,29,9,failure,no
81,student,single,primary,94429,23,mar,731,7,22,9,failure,yes
28,student,divorced,primary,52733,7,jul,2600,8,4,6,success,no
36,management,married,tertiary,64285,2,sep,452,8,28,5,unknown,no
28,admin,divorced,primary,82971,19,may,4073,5,9,3,failure,no
94,unemployed,divorced,tertiary,43733,2,apr,2894,7,-1,9,failure,no
63,admin,married,primary,54915,22,mar,2234,8,0,8,unknown,no
62,technician,married,tertiary,50716,29,oct,163,4,7,6,failure,no
18,blue-collar,single,primary,36526,13,sep,1447,2,14,0,unknown,yes
57,admin,married,tertiary,16088,24,jul,3869,7,4,7,success,yes
36,retired,married,primary,63377,24,dec,101,1,21,3,failure,no
93,blue-collar,married,secondary,42405,16,jul,4054,2,25,6,unknown,yes
89,student,married,secondary,36842,17,aug,3707,7,7,1,failure,no
89,blue-collar,single,primary,59788,11,oct,1452,1,17,2,success,no
78,retired,single,secondary,49529,9,jan,4786,7,3,0,unknown,no
29,management,married,primary,87939,27,nov,2658,5,19,1,unknown,yes
78,retired,married,primary,50383,24,apr,535,3,8,4,unknown,yes
50,retired,single,secondary,37177,9,may,1700,2,28,1,failure,no
62,management,single,primary,37056,29,may,1463,7,5,5,unknown,no
86,management,married,tertiary,86249,14,jan,4219,9,27,5,unknown,no
25,management,divorced,primary,64421,13,mar,4344,9,0,5,unknown,yes
42,management,single,primary,31632,25,feb,1971,8,18,2,success,yes
63,management,single,secondary,37685,11,dec,1452,2,25,2,unknown,no
47,retired,single,tertiary,75222,12,jul,1593,1,29,9,unknown,no
64,technician,married,primary,66590,22,may,712,8,2,6,unknown,no
66,technician,married,primary,6977,3,mar,3655,2,26,3,success,no
64,admin,single,primary,88568,1,nov,4342,4,6,5,unknown,yes
35,technician,married,primary,46967,27,aug,4576,4,24,7,failure,yes
83,student,married,primary,72072,8,jan,4084,2,1,2,unknown,yes
85,technician,single,primary,13070,26,jan,1448,4,0,8,failure,yes
50,retired,married,tertiary,80473,19,jun,3648,7,7,8,success,no
53,management,divorced,tertiary,19500,13,jan,2013,6,26,2,success,yes
36,management,married,primary,8011,7,apr,458,6,9,5,unknown,no
45,unemployed,married,primary,46039,13,jun,2843,4,2,4,unknown,yes
57,unemployed,single,secondary,6896,26,jan,592,2,7,3,success,yes
93,unemployed,single,tertiary,93335,6,sep,497,5,4,7,success,yes
32,retired,divorced,tertiary,78118,3,apr,2134,3,-1,9,success,no
58,student,married,primary,37958,6,sep,2449,3,28,8,failure,yes
56,technician,divorced,tertiary,39912,28,sep,4292,4,25,8,failure,yes
19,retired,divorced,tertiary,-1186,3,jun,2811,5,1,4,unknown,yes
80,admin,single,secondary,73276,13,jul,26,2,5,4,failure,yes
46,management,married,secondary,22719,13,jan,3916,6,7,2,success,yes
91,unemployed,single,tertiary,99081,30,may,1717,6,6,8,unknown,yes
83,blue-collar,divorced,tertiary,18150,25,mar,2253,8,26,0,failure,no
68,admin,divorced,tertiary,68494,13,oct,3642,2,19,2,unknown,no
92,unemployed,single,primary,1825,1,oct,3655,8,26,6,failure,no
94,student,single,secondary,48368,29,jun,3298,8,11,6,unknown,no
27,admin,single,primary,12800,8,apr,4698,4,22,4,success,yes
31,retired,single,secondary,73535,5,sep,4457,7,16,5,success,no
68,technician,single,secondary,84390,20,jul,1283,7,17,3,success,no
90,management,divorced,secondary,90851,17,apr,1086,1,22,7,failure,no
56,student,single,tertiary,73017,9,nov,2015,1,7,3,unknown,yes
45,student,married,secondary,46505,13,jun,1715,8,24,9,unknown,yes
20,blue-collar,divorced,primary,55899,25,feb,1726,1,22,5,unknown,yes
87,admin,divorced,secondary,80782,13,mar,907,3,18,4,failure,no
44,blue-collar,married,primary,20601,5,nov,3463,6,27,9,success,no
19,technician,married,secondary,8677,14,jul,4341,8,4,5,success,yes
55,unemployed,divorced,secondary,27552,11,nov,4442,5,25,2,unknown,yes
20,technician,single,tertiary,85858,25,dec,4467,5,19,2,unknown,no
33,unemployed,divorced,primary,65891,26,apr,808,4,10,9,failure,no
57,blue-collar,divorced,secondary,72693,14,dec,2896,4,29,6,unknown,yes
19,management,married,secondary,98699,25,oct,2170,7,2,0,unknown,yes
58,technician,divorced,primary,89450,7,jul,3128,6,7,0,failure,no
29,blue-collar,single,secondary,31292,24,sep,4255,8,8,0,unknown,yes
52,admin,married,tertiary,64097,17,may,1150,6,1,5,success,yes
82,blue-collar,divorced,primary,71703,4,jan,3678,7,15,3,failure,yes
72,blue-collar,divorced,tertiary,14184,10,may,1334,5,27,5,success,yes
62,retired,single,primary,88033,10,jun,517,6,5,0,unknown,yes
79,technician,divorced,primary,87336,15,nov,1288,1,24,3,unknown,no
66,management,divorced,primary,59046,20,feb,745,3,6,3,failure,no
42,management,divorced,secondary,64741,12,aug,4515,8,9,1,failure,yes
40,retired,divorced,primary,59377,9,feb,3967,3,11,0,failure,no
41,unemployed,single,primary,10039,3,sep,4235,1,1,7,failure,no
55,student,divorced,primary,43161,15,feb,4802,3,17,5,unknown,yes
45,unemployed,divorced,tertiary,33006,12,mar,697,4,12,3,unknown,yes
38,management,divorced,primary,15544,26,aug,3034,8,20,1,success,no
71,blue-collar,married,secondary,10987,15,nov,474,9,14,4,success,no
35,retired,single,primary,3239,26,jun,3976,4,13,8,failure,no
53,admin,married,primary,42785,1,jan,510,7,0,6,unknown,yes
62,technician,married,tertiary,21358,15,apr,537,1,4,3,failure,yes
90,technician,single,secondary,80674,11,may,2260,9,19,4,failure,no
70,technician,married,secondary,54450,5,nov,2944,4,28,7,failure,yes
47,blue-collar,married,secondary,86520,7,mar,3874,9,5,4,failure,no
77,admin,married,primary,26428,12,jan,1366,3,29,5,failure,yes
49,retired,single,primary,7096,20,mar,1061,5,7,9,unknown,yes
84,retired,divorced,secondary,45582,25,sep,4328,1,7,5,success,yes
84,technician,single,secondary,22536,6,feb,2307,3,15,7,failure,no
45,admin,single,tertiary,55395,22,jan,307,5,21,4,unknown,yes
61,admin,single,secondary,66157,3,jul,4498,6,1,0,failure,yes
58,admin,married,primary,99494,10,jul,996,8,2,3,unknown,yes
80,management,divorced,primary,67484,26,may,1284,1,0,2,success,yes
40,management,single,primary,-713,21,feb,4845,3,-1,1,success,yes
92,technician,single,tertiary,52510,26,jan,1129,1,8,6,unknown,no
65,admin,divorced,secondary,21902,22,may,303,5,28,6,failure,yes
49,student,divorced,primary,54188,30,oct,3891,8,1,7,success,yes
74,admin,divorced,tertiary,19164,4,apr,854,4,8,9,failure,no
50,retired,married,tertiary,79204,13,sep,1745,9,7,4,failure,yes
41,retired,divorced,primary,-228,19,may,817,6,15,0,unknown,yes
56,technician,married,tertiary,51054,5,nov,3649,6,13,5,failure,yes
51,student,single,tertiary,52878,23,oct,972,5,1,5,unknown,yes
73,admin,married,primary,30238,27,dec,4133,5,25,7,unknown,no
45,unemployed,divorced,tertiary,56293,22,dec,1178,7,19,9,unknown,yes
54,student,married,primary,79298,18,feb,104,8,1,1,success,yes
24,technician,divorced,primary,99442,1,apr,254,7,2,8,failure,yes
85,retired,married,tertiary,5213,21,dec,2535,1,2,5,unknown,yes
54,unemployed,single,primary,12941,21,sep,590,1,15,0,unknown,no
73,retired,married,primary,93881,28,aug,524,6,4,8,failure,yes
82,management,single,secondary,98720,16,mar,369,3,9,7,success,yes
82,technician,divorced,primary,13964,16,aug,4197,9,10,9,unknown,no
64,technician,single,secondary,24855,16,feb,2963,7,21,0,unknown,yes
37,admin,divorced,secondary,56769,28,mar,663,2,26,7,unknown,no
36,admin,divorced,secondary,81504,22,may,689,3,5,6,unknown,yes
46,management,single,secondary,-954,19,nov,2646,8,11,4,failure,no
91,unemployed,single,tertiary,12909,16,dec,2588,1,4,5,unknown,no
77,blue-collar,married,tertiary,77114,1,oct,1535,5,21,3,success,no
35,student,married,primary,21368,20,oct,2028,1,28,8,failure,no
52,blue-collar,single,primary,92135,20,aug,1856,9,1,8,success,yes
60,blue-collar,single,primary,69255,10,jan,3186,7,19,9,failure,yes
28,technician,single,tertiary,79496,2,apr,2769,5,12,0,failure,no
66,student,single,secondary,87142,14,jan,2987,6,12,8,failure,no
55,technician,divorced,tertiary,13624,8,jan,4475,3,21,2,success,no
81,student,single,tertiary,8352,6,dec,1148,3,8,1,success,yes
86,retired,single,primary,94421,28,may,780,7,3,3,unknown,no
25,technician,single,primary,78539,3,jun,4405,7,28,3,success,yes
51,technician,single,primary,7223,16,jan,2153,7,24,8,unknown,yes
65,technician,divorced,secondary,94969,17,nov,555,2,0,3,failure,no
73,unemployed,married,secondary,76254,12,jun,3296,2,4,4,unknown,no
93,management,married,tertiary,64851,27,may,3313,5,21,5,success,yes
82,technician,married,secondary,48044,19,apr,4492,4,9,3,failure,no
48,admin,married,primary,85089,24,oct,2583,7,16,0,failure,no
21,admin,married,secondary,88218,20,may,3707,3,24,1,unknown,yes
67,student,divorced,secondary,83000,3,aug,3868,5,22,2,unknown,no
86,retired,married,secondary,29419,13,sep,3043,2,19,3,success,no
47,management,divorced,secondary,11767,16,nov,3013,1,9,4,failure,yes
76,unemployed,divorced,primary,70002,11,dec,3844,9,22,9,unknown,no
84,student,married,primary,29028,20,feb,1169,4,13,9,failure,no
92,admin,married,tertiary,45953,27,jun,3262,8,1,2,success,yes
62,management,married,tertiary,55965,16,mar,4022,7,0,0,failure,no
21,management,single,tertiary,67776,20,feb,200,1,5,7,unknown,yes
43,retired,divorced,secondary,29459,2,dec,1890,7,3,7,success,no
44,management,married,secondary,88932,4,jan,11,2,19,3,success,yes
63,technician,single,primary,80331,27,apr,1976,3,11,6,failure,yes
81,management,divorced,tertiary,22689,28,aug,1325,1,6,3,unknown,no
68,retired,single,primary,78446,25,mar,3371,7,27,2,failure,yes
67,student,single,tertiary,65982,4,may,4070,3,7,6,failure,no
23,retired,married,tertiary,1346,28,oct,3556,6,29,5,failure,yes
76,unemployed,divorced,tertiary,43179,17,may,4966,7,28,0,unknown,no
32,retired,single,secondary,38517,1,may,365,3,6,8,failure,yes
47,admin,divorced,tertiary,67678,1,nov,656,2,8,1,failure,yes
59,technician,married,tertiary,79606,30,sep,160,9,0,2,success,no
54,admin,divorced,secondary,70623,5,aug,174,9,8,4,success,no
59,student,single,tertiary,87288,22,aug,3470,7,9,2,success,yes
52,blue-collar,single,secondary,79171,12,jan,4060,5,21,2,unknown,yes
23,student,divorced,secondary,56916,6,jan,544,4,9,7,failure,yes
85,technician,single,primary,85754,6,feb,3854,4,3,3,failure,yes
35,management,single,secondary,95409,25,aug,1761,1,12,9,success,yes
90,retired,single,secondary,46575,17,oct,956,4,21,1,failure,yes
46,blue-collar,married,secondary,43039,26,jan,451,7,1,4,unknown,yes
94,technician,married,tertiary,47955,22,apr,81,5,18,1,failure,yes
76,admin,single,primary,78260,13,sep,1236,9,21,9,success,no
64,retired,divorced,tertiary,53871,8,feb,4911,4,0,7,unknown,no
34,student,married,secondary,58678,24,mar,446,3,16,2,failure,no
39,admin,divorced,secondary,29351,12,nov,2165,6,-1,1,failure,no
85,technician,single,primary,58693,15,jun,1619,4,-1,2,failure,yes
86,technician,single,primary,29433,19,nov,1793,2,26,2,unknown,yes
54,student,divorced,secondary,72797,29,oct,3314,5,15,0,failure,no
66,blue-collar,married,secondary,77015,21,mar,4844,4,4,2,success,yes
30,student,divorced,tertiary,13804,26,apr,1173,5,11,2,success,yes
